type,n,k,q,s,Average visited nodes,Variance
standard,12000,20,15,5,2277.13,1.49912e+06
standard,12000,20,20,1,8346.2,2.51172e+06
standard,12000,20,20,2,6431.45,2.49284e+06
standard,12000,20,20,3,4184.15,2.14551e+06
standard,12000,20,20,4,3351.75,1.23621e+06
standard,12000,20,20,5,2818.9,749148
standard,12000,20,25,1,8356.88,4.07781e+06
standard,12000,20,25,2,7062.24,2.2415e+06
standard,12000,20,25,3,4373,1.4398e+06
standard,12000,20,25,4,3499.68,1.14608e+06
standard,12000,20,25,5,2276.28,1.67668e+06
standard,12000,20,30,1,8126.6,2.8149e+06
standard,12000,20,30,2,6471.77,2.03888e+06
standard,12000,20,30,3,4377.77,2.63702e+06
standard,12000,20,30,4,3451.23,2.17941e+06
standard,12000,20,30,5,2408.43,1.05733e+06
standard,12000,20,35,1,8862.17,1.63805e+06
standard,12000,20,35,2,6575.31,2.2692e+06
standard,12000,20,35,3,4956.49,4.29547e+06
standard,12000,20,35,4,3822.03,932996
standard,12000,20,35,5,2551.46,768074
standard,12000,20,50,1,8502.26,3.13006e+06
standard,12000,20,50,2,6154.72,3.56922e+06
standard,12000,20,50,3,4910.86,2.18782e+06
standard,12000,20,50,4,3530.62,1.62156e+06
standard,12000,20,50,5,2077.98,736990
standard,12000,20,100,1,8994.46,2.23166e+06
standard,12000,20,100,2,6581.03,2.56018e+06
standard,12000,20,100,3,4629.28,2.36032e+06
standard,12000,20,100,4,3340.71,1.46496e+06
standard,12000,20,100,5,2421.1,951672
standard,12000,20,200,1,8903.05,2.48899e+06
standard,12000,20,200,2,6419.06,2.99639e+06
standard,12000,20,200,3,4611.71,2.03514e+06
standard,12000,20,200,4,3527.05,1.66465e+06
standard,12000,20,200,5,2501.03,1.31177e+06
standard,12000,25,10,1,9141,922722
standard,12000,25,10,2,7500.4,3.32454e+06
standard,12000,25,10,3,5306,2.5365e+06
standard,12000,25,10,4,4114.8,1.98839e+06
standard,12000,25,10,5,2812.5,1.19603e+06
standard,12000,25,15,1,9905.13,2.89483e+06
standard,12000,25,15,2,8293.07,6.68977e+06
standard,12000,25,15,3,5472.87,3.62728e+06
standard,12000,25,15,4,4389.8,3.74375e+06
standard,12000,25,15,5,3180.87,2.00844e+06
standard,12000,25,20,1,10009.5,1.35418e+06
standard,12000,25,20,2,7297.2,3.53781e+06
standard,12000,25,20,3,5696.65,2.96923e+06
standard,12000,25,20,4,4277.1,2.0045e+06
standard,12000,25,20,5,3721.1,2.98729e+06
standard,12000,25,25,1,9578.68,3.20107e+06
standard,12000,25,25,2,6524.6,4.38674e+06
standard,12000,25,25,3,5801.8,2.55571e+06
standard,12000,25,25,4,4421.12,2.02081e+06
standard,12000,25,25,5,3634.36,2.6146e+06
standard,12000,25,30,1,8992.43,3.74071e+06
standard,12000,25,30,2,6649.9,4.28114e+06
standard,12000,25,30,3,5742.93,3.77248e+06
standard,12000,25,30,4,4953.4,4.37029e+06
standard,12000,25,30,5,3889.63,3.0199e+06
standard,12000,25,35,1,9158.03,4.68334e+06
standard,12000,25,35,2,7690.37,3.29786e+06
standard,12000,25,35,3,5288.51,5.97487e+06
standard,12000,25,35,4,4646.37,4.01041e+06
standard,12000,25,35,5,3366.23,1.4237e+06
standard,12000,25,50,1,9832.4,2.63964e+06
standard,12000,25,50,2,7093.76,5.18497e+06
standard,12000,25,50,3,5914.86,4.76827e+06
standard,12000,25,50,4,4768.58,4.55839e+06
standard,12000,25,50,5,3860.96,3.67401e+06
standard,12000,25,100,1,9253.12,4.90274e+06
standard,12000,25,100,2,7244.02,4.73064e+06
standard,12000,25,100,3,5678.97,4.42246e+06
standard,12000,25,100,4,4532.05,2.94279e+06
standard,12000,25,100,5,3764.86,2.99527e+06
standard,12000,25,200,1,9444.75,3.31908e+06
standard,12000,25,200,2,7373.45,4.81669e+06
standard,12000,25,200,3,5960.75,4.25285e+06
standard,12000,25,200,4,4694.23,3.93097e+06
standard,12000,25,200,5,3581.64,1.8421e+06
standard,15000,2,10,1,453.4,31596.6
standard,15000,2,10,2,21,18
standard,15000,2,15,1,458.933,37747.3
standard,15000,2,15,2,18,11.7333
standard,15000,2,20,1,588.1,26478.4
standard,15000,2,20,2,22.25,22.9875
standard,15000,2,25,1,520.8,22636
standard,15000,2,25,2,18.68,19.4976
standard,15000,2,30,1,468.867,46582.5
standard,15000,2,30,2,17.4333,24.1789
standard,15000,2,35,1,497.629,33545
standard,15000,2,35,2,18.6286,11.8906
standard,15000,2,50,1,533.18,39207.4
standard,15000,2,50,2,17.86,20.8004
standard,15000,2,100,1,515.73,30564
standard,15000,2,100,2,18.64,12.6904
standard,15000,2,200,1,433.485,21776.3
standard,15000,2,200,2,17.865,11.2568
standard,15000,3,10,1,1228.1,70431.1
standard,15000,3,10,2,138.6,5587.24
standard,15000,3,10,3,20.7,3.41
standard,15000,3,15,1,1822.27,429531
standard,15000,3,15,2,188.933,14124.9
standard,15000,3,15,3,17.4,11.04
standard,15000,3,20,1,1353.4,205149
standard,15000,3,20,2,144.95,3545.75
standard,15000,3,20,3,18.55,28.7475
standard,15000,3,25,1,1591.24,199811
standard,15000,3,25,2,165.16,3740.69
standard,15000,3,25,3,17.4,10.8
standard,15000,3,30,1,1727.43,439913
standard,15000,3,30,2,181.733,4900
standard,15000,3,30,3,17.8,17.16
standard,15000,3,35,1,1722.43,275015
standard,15000,3,35,2,148.114,3384.67
standard,15000,3,35,3,18.6571,9.59673
standard,15000,3,50,1,1592.9,350900
standard,15000,3,50,2,140.22,2153.13
standard,15000,3,50,3,18.94,19.6564
standard,15000,3,100,1,1530.85,326116
standard,15000,3,100,2,156.32,2324.18
standard,15000,3,100,3,17.98,12.1396
standard,15000,3,200,1,1573.67,351857
standard,15000,3,200,2,147.63,3165.94
standard,15000,3,200,3,17.68,14.3076
standard,15000,5,10,1,3565.5,1.58782e+06
standard,15000,5,10,2,940.4,195923
standard,15000,5,10,3,287,11134.8
standard,15000,5,10,4,71.8,790.96
standard,15000,5,10,5,16.4,14.44
standard,15000,5,15,1,4132.2,2.61662e+06
standard,15000,5,15,2,974.333,167476
standard,15000,5,15,3,244.933,5496.2
standard,15000,5,15,4,67.6667,719.689
standard,15000,5,15,5,19.2667,9.66222
standard,15000,5,20,1,4325.45,819457
standard,15000,5,20,2,1046.25,107740
standard,15000,5,20,3,212.7,8302.61
standard,15000,5,20,4,73.65,605.327
standard,15000,5,20,5,18.4,15.34
standard,15000,5,25,1,4148.12,1.13357e+06
standard,15000,5,25,2,1186.84,171240
standard,15000,5,25,3,228.4,4884.56
standard,15000,5,25,4,60.36,383.51
standard,15000,5,25,5,18.68,16.3776
standard,15000,5,30,1,3906.03,1.94519e+06
standard,15000,5,30,2,1036.57,152821
standard,15000,5,30,3,278,13967.3
standard,15000,5,30,4,70.9,451.757
standard,15000,5,30,5,17.2667,10.8622
standard,15000,5,35,1,3998.09,1.6046e+06
standard,15000,5,35,2,937.057,238454
standard,15000,5,35,3,282.657,12043.7
standard,15000,5,35,4,64.9143,436.593
standard,15000,5,35,5,18.1429,14.1224
standard,15000,5,50,1,3571.9,2.19186e+06
standard,15000,5,50,2,1009.94,134289
standard,15000,5,50,3,242.04,8781.04
standard,15000,5,50,4,63.28,594.282
standard,15000,5,50,5,19.16,18.4544
standard,15000,5,100,1,4087.41,1.1836e+06
standard,15000,5,100,2,1033.74,284322
standard,15000,5,100,3,264.24,11077.7
standard,15000,5,100,4,65.25,506.007
standard,15000,5,100,5,21.05,23.1275
standard,15000,5,200,1,3881.61,2.03171e+06
standard,15000,5,200,2,1092.77,215230
standard,15000,5,200,3,275.705,12225.9
standard,15000,5,200,4,66.99,747.63
standard,15000,5,200,5,18.135,17.4168
standard,15000,7,10,1,6620.7,2.33814e+06
standard,15000,7,10,2,2288.2,424929
standard,15000,7,10,3,721.9,41795.3
standard,15000,7,10,4,309.5,41714.7
standard,15000,7,10,5,127.4,1391.64
standard,15000,7,15,1,5800.93,1.85616e+06
standard,15000,7,15,2,2141.8,584795
standard,15000,7,15,3,847.067,126144
standard,15000,7,15,4,264.867,12677
standard,15000,7,15,5,113.4,2720.64
standard,15000,7,20,1,5707.55,2.9533e+06
standard,15000,7,20,2,2344.25,612966
standard,15000,7,20,3,873.45,101277
standard,15000,7,20,4,348.6,33455.9
standard,15000,7,20,5,97.3,2094.41
standard,15000,7,25,1,6180.52,3.09729e+06
standard,15000,7,25,2,1973.24,362161
standard,15000,7,25,3,873.6,47050.2
standard,15000,7,25,4,310.88,22885.4
standard,15000,7,25,5,127.16,3889.17
standard,15000,7,30,1,6078.97,2.78494e+06
standard,15000,7,30,2,2417.3,838299
standard,15000,7,30,3,803.133,70736.7
standard,15000,7,30,4,354.067,20180
standard,15000,7,30,5,123.433,3227.65
standard,15000,7,35,1,6327.83,1.60709e+06
standard,15000,7,35,2,2551.43,737672
standard,15000,7,35,3,797.171,153278
standard,15000,7,35,4,282.857,13341
standard,15000,7,35,5,122.429,2258.64
standard,15000,7,50,1,5703.04,3.15117e+06
standard,15000,7,50,2,2228.18,625403
standard,15000,7,50,3,878.2,125505
standard,15000,7,50,4,328.36,16849.4
standard,15000,7,50,5,114.14,3121.72
standard,15000,7,100,1,5660.33,3.01531e+06
standard,15000,7,100,2,2274.71,675349
standard,15000,7,100,3,752.11,109079
standard,15000,7,100,4,326.44,18904.3
standard,15000,7,100,5,111.8,2831.28
standard,15000,7,200,1,5603.35,2.59573e+06
standard,15000,7,200,2,2132.38,562612
standard,15000,7,200,3,823.505,113969
standard,15000,7,200,4,349.255,20301.7
standard,15000,7,200,5,124.015,2269.44
standard,15000,10,10,1,8146.9,2.21383e+06
standard,15000,10,10,2,3643.6,950803
standard,15000,10,10,3,2176.3,618578
standard,15000,10,10,4,1076.7,184145
standard,15000,10,10,5,484.9,41249.9
standard,15000,10,15,1,7605.47,6.95072e+06
standard,15000,10,15,2,3832.73,2.13078e+06
standard,15000,10,15,3,2266.33,570974
standard,15000,10,15,4,1066,225776
standard,15000,10,15,5,437.467,44022.6
standard,15000,10,20,1,7840.15,4.08521e+06
standard,15000,10,20,2,3526.9,1.6391e+06
standard,15000,10,20,3,1885.1,361529
standard,15000,10,20,4,1014.55,183732
standard,15000,10,20,5,571.8,55473.3
standard,15000,10,25,1,8588.84,3.64641e+06
standard,15000,10,25,2,4330.52,1.86831e+06
standard,15000,10,25,3,2149.76,945957
standard,15000,10,25,4,1127.16,186201
standard,15000,10,25,5,489.56,57019.1
standard,15000,10,30,1,7738.13,2.9157e+06
standard,15000,10,30,2,4543.57,2.12381e+06
standard,15000,10,30,3,1903.87,346170
standard,15000,10,30,4,1141.97,264037
standard,15000,10,30,5,547.133,35431.3
standard,15000,10,35,1,8349.86,1.84725e+06
standard,15000,10,35,2,4425.83,1.42619e+06
standard,15000,10,35,3,2036.14,607950
standard,15000,10,35,4,1082.06,168858
standard,15000,10,35,5,561.229,43402.3
standard,15000,10,50,1,7991.58,1.79268e+06
standard,15000,10,50,2,4047.28,1.62402e+06
standard,15000,10,50,3,2069.62,613148
standard,15000,10,50,4,1046.46,298404
standard,15000,10,50,5,529,65837.8
standard,15000,10,100,1,7735.02,4.75755e+06
standard,15000,10,100,2,4173.27,1.4203e+06
standard,15000,10,100,3,2125.38,640166
standard,15000,10,100,4,1052.47,278282
standard,15000,10,100,5,540.09,48684.5
standard,15000,10,200,1,7745.11,3.3499e+06
standard,15000,10,200,2,4174.53,2.22819e+06
standard,15000,10,200,3,2156.71,751161
standard,15000,10,200,4,1023.1,209249
standard,15000,10,200,5,538.285,61541.5
standard,15000,15,10,1,9648.1,836927
standard,15000,15,10,2,6469.7,1.9589e+06
standard,15000,15,10,3,4132.1,1.24167e+06
standard,15000,15,10,4,2785.2,526033
standard,15000,15,10,5,1977.2,402828
standard,15000,15,15,1,9972.6,1.79083e+06
standard,15000,15,15,2,6390.33,5.05301e+06
standard,15000,15,15,3,3919.13,1.36831e+06
standard,15000,15,15,4,2375.67,1.0348e+06
standard,15000,15,15,5,1831.33,221256
standard,15000,15,20,1,9780.4,3.48018e+06
standard,15000,15,20,2,6293.05,1.62661e+06
standard,15000,15,20,3,3811.2,2.10708e+06
standard,15000,15,20,4,2951.85,947100
standard,15000,15,20,5,1881.9,472489
standard,15000,15,25,1,10042.4,2.87797e+06
standard,15000,15,25,2,6466.88,2.65443e+06
standard,15000,15,25,3,3803.24,2.34295e+06
standard,15000,15,25,4,3024.36,661882
standard,15000,15,25,5,1362.48,535416
standard,15000,15,30,1,9429.9,2.81165e+06
standard,15000,15,30,2,6617.83,2.58087e+06
standard,15000,15,30,3,3769.33,2.06703e+06
standard,15000,15,30,4,2693.03,680053
standard,15000,15,30,5,1713.37,285823
standard,15000,15,35,1,10147,3.05646e+06
standard,15000,15,35,2,6566.74,2.70805e+06
standard,15000,15,35,3,4083.57,1.48678e+06
standard,15000,15,35,4,2655.69,1.26215e+06
standard,15000,15,35,5,1759.74,434391
standard,15000,15,50,1,9839.68,2.7813e+06
standard,15000,15,50,2,6056.64,2.19623e+06
standard,15000,15,50,3,4370.34,1.23918e+06
standard,15000,15,50,4,2812.52,1.47089e+06
standard,15000,15,50,5,1458.18,537926
standard,15000,15,100,1,9437.87,3.05629e+06
standard,15000,15,100,2,6370.55,2.67549e+06
standard,15000,15,100,3,3688.8,1.79278e+06
standard,15000,15,100,4,2651.18,895118
standard,15000,15,100,5,1647.85,433897
standard,15000,15,200,1,9903.47,3.04508e+06
standard,15000,15,200,2,6138.56,2.98427e+06
standard,15000,15,200,3,4075.86,2.01408e+06
standard,15000,15,200,4,2716.29,851418
standard,15000,15,200,5,1803.68,559183
standard,15000,20,10,1,11519.6,2.39444e+06
standard,15000,20,10,2,7135.4,5.05094e+06
standard,15000,20,10,3,5018,3.84564e+06
standard,15000,20,10,4,3703.8,2.56016e+06
standard,15000,20,10,5,3360.3,1.72429e+06
standard,15000,20,15,1,10181.8,7.01361e+06
standard,15000,20,15,2,7965.6,4.97266e+06
standard,15000,20,15,3,5862.47,1.99159e+06
standard,15000,20,15,4,4249.87,3.37416e+06
standard,15000,20,15,5,3295.93,819270
standard,15000,20,20,1,11282.8,1.94969e+06
standard,15000,20,20,2,7166.8,3.81617e+06
standard,15000,20,20,3,6336.15,1.81907e+06
standard,15000,20,20,4,4519.1,3.60977e+06
standard,15000,20,20,5,2765.5,672325
standard,15000,20,25,1,10719.1,3.05276e+06
standard,15000,20,25,2,7815.52,6.18652e+06
standard,15000,20,25,3,5701.04,3.12583e+06
standard,15000,20,25,4,4181.92,1.63977e+06
standard,15000,20,25,5,2680.8,1.71498e+06
standard,15000,20,30,1,11309.2,1.91345e+06
standard,15000,20,30,2,6999.47,5.3752e+06
standard,15000,20,30,3,5691.97,4.08324e+06
standard,15000,20,30,4,3916.87,2.0218e+06
standard,15000,20,30,5,3306.9,1.43986e+06
standard,15000,20,35,1,11266.2,2.55535e+06
standard,15000,20,35,2,8469.4,3.72167e+06
standard,15000,20,35,3,5962.54,2.31234e+06
standard,15000,20,35,4,4651.71,1.81411e+06
standard,15000,20,35,5,2996.31,2.46094e+06
standard,15000,20,50,1,10895,2.9436e+06
standard,15000,20,50,2,8292.58,4.60489e+06
standard,15000,20,50,3,5471.74,3.68468e+06
standard,15000,20,50,4,4490.44,2.8711e+06
standard,15000,20,50,5,2860.18,1.50912e+06
standard,15000,20,100,1,10868.5,3.48841e+06
standard,15000,20,100,2,8148.53,3.69304e+06
standard,15000,20,100,3,5484.93,3.59509e+06
standard,15000,20,100,4,4325.7,2.70261e+06
standard,15000,20,100,5,3002.97,1.31722e+06
standard,15000,20,200,1,10714.7,5.93083e+06
standard,15000,20,200,2,7900.34,4.82017e+06
standard,15000,20,200,3,5575.19,3.23045e+06
standard,15000,20,200,4,4172.91,2.27207e+06
standard,15000,20,200,5,2972,1.6779e+06
standard,15000,25,10,1,11685.3,7.03663e+06
standard,15000,25,10,2,8812.5,6.60942e+06
standard,15000,25,10,3,6983,3.57479e+06
standard,15000,25,10,4,4556.8,2.2091e+06
standard,15000,25,10,5,4457.3,3.98211e+06
standard,15000,25,15,1,11340.3,1.02531e+07
standard,15000,25,15,2,8893.47,5.10497e+06
standard,15000,25,15,3,7159.07,9.39039e+06
standard,15000,25,15,4,5521.67,3.63417e+06
standard,15000,25,15,5,3812.4,3.15781e+06
standard,15000,25,20,1,10899.7,8.30222e+06
standard,15000,25,20,2,8956.15,5.12438e+06
standard,15000,25,20,3,7879.25,8.23009e+06
standard,15000,25,20,4,4332.2,4.21824e+06
standard,15000,25,20,5,4103.75,2.45226e+06
standard,15000,25,25,1,11235.4,1.04967e+07
standard,15000,25,25,2,9975.56,5.62707e+06
standard,15000,25,25,3,8148.88,9.13854e+06
standard,15000,25,25,4,5832.88,4.44325e+06
standard,15000,25,25,5,4092,2.82358e+06
standard,15000,25,30,1,11775,3.83293e+06
standard,15000,25,30,2,10039.1,7.80525e+06
standard,15000,25,30,3,7660.3,8.48265e+06
standard,15000,25,30,4,5695.9,2.40626e+06
standard,15000,25,30,5,4532.23,4.06237e+06
standard,15000,25,35,1,11321.3,4.43743e+06
standard,15000,25,35,2,8907.26,6.0718e+06
standard,15000,25,35,3,6796.97,6.73284e+06
standard,15000,25,35,4,5795.71,5.01902e+06
standard,15000,25,35,5,4428.26,2.83345e+06
standard,15000,25,50,1,11735.9,5.50977e+06
standard,15000,25,50,2,9464.44,6.08989e+06
standard,15000,25,50,3,7057.24,4.06177e+06
standard,15000,25,50,4,5397.74,4.90946e+06
standard,15000,25,50,5,4213,3.20504e+06
standard,15000,25,100,1,11332.4,6.58643e+06
standard,15000,25,100,2,8839.89,5.49379e+06
standard,15000,25,100,3,7339.87,7.42399e+06
standard,15000,25,100,4,5643.14,4.65289e+06
standard,15000,25,100,5,4350.07,4.29107e+06
standard,15000,25,200,1,11668.3,5.38299e+06
standard,15000,25,200,2,9024.29,7.53382e+06
standard,15000,25,200,3,7002.01,6.19187e+06
standard,15000,25,200,4,5461.65,5.53419e+06
standard,15000,25,200,5,4151.7,2.71679e+06
standard,20000,2,10,1,694.8,104965
standard,20000,2,10,2,19.2,18.36
standard,20000,2,15,1,501.867,27889.6
standard,20000,2,15,2,18.9333,17.7956
standard,20000,2,20,1,497.75,8580.69
standard,20000,2,20,2,20.15,20.8275
standard,20000,2,25,1,590.84,29593.1
standard,20000,2,25,2,20.72,21.5616
standard,20000,2,30,1,574.267,46951.2
standard,20000,2,30,2,19.5,24.3833
standard,20000,2,35,1,565.171,22613.7
standard,20000,2,35,2,18.6571,10.6824
standard,20000,2,50,1,490.66,73945.8
standard,20000,2,50,2,18.42,8.6036
standard,20000,2,100,1,613.5,57444.8
standard,20000,2,100,2,18.58,14.2436
standard,20000,2,200,1,587.83,48218.3
standard,20000,2,200,2,18.975,17.4644
standard,20000,3,10,1,2128.1,514432
standard,20000,3,10,2,177.1,4454.89
standard,20000,3,10,3,17,17.6
standard,20000,3,15,1,2200.87,630698
standard,20000,3,15,2,139.267,4081.66
standard,20000,3,15,3,21.2667,37.6622
standard,20000,3,20,1,1820.75,710437
standard,20000,3,20,2,200.75,6606.79
standard,20000,3,20,3,20.45,15.0475
standard,20000,3,25,1,1782.72,539216
standard,20000,3,25,2,181.72,4601.16
standard,20000,3,25,3,17.48,17.2096
standard,20000,3,30,1,2111.17,398078
standard,20000,3,30,2,150.8,3036.29
standard,20000,3,30,3,17.9333,16.2622
standard,20000,3,35,1,1865.29,281547
standard,20000,3,35,2,150.229,3698.98
standard,20000,3,35,3,19.1429,15.6082
standard,20000,3,50,1,1953.9,321838
standard,20000,3,50,2,181.7,5451.65
standard,20000,3,50,3,18.82,17.8276
standard,20000,3,100,1,2029.27,531159
standard,20000,3,100,2,182.72,4913.78
standard,20000,3,100,3,18.58,12.0636
standard,20000,3,200,1,2037.35,894078
standard,20000,3,200,2,174.54,5152.86
standard,20000,3,200,3,19.21,20.8459
standard,20000,5,10,1,5643.8,2.64227e+06
standard,20000,5,10,2,1335.6,179784
standard,20000,5,10,3,275.2,13963
standard,20000,5,10,4,54.2,649.16
standard,20000,5,10,5,20.2,11.56
standard,20000,5,15,1,4569,3.09016e+06
standard,20000,5,15,2,1306.47,215058
standard,20000,5,15,3,410.533,74900.9
standard,20000,5,15,4,71,436.8
standard,20000,5,15,5,17.8667,7.04889
standard,20000,5,20,1,4854.5,1.70007e+06
standard,20000,5,20,2,1321.3,174505
standard,20000,5,20,3,312.15,15844.6
standard,20000,5,20,4,59.35,517.027
standard,20000,5,20,5,20.35,17.3275
standard,20000,5,25,1,4963.8,2.22619e+06
standard,20000,5,25,2,1199.36,249601
standard,20000,5,25,3,283.92,10160.7
standard,20000,5,25,4,71.16,668.294
standard,20000,5,25,5,17.12,8.5056
standard,20000,5,30,1,5173.8,2.20378e+06
standard,20000,5,30,2,1185.17,212826
standard,20000,5,30,3,222.967,8201.3
standard,20000,5,30,4,73.3333,472.556
standard,20000,5,30,5,21.1333,15.4489
standard,20000,5,35,1,5661.66,2.22561e+06
standard,20000,5,35,2,1223.77,333158
standard,20000,5,35,3,344.743,18342.8
standard,20000,5,35,4,68.4571,507.791
standard,20000,5,35,5,17.8571,10.9796
standard,20000,5,50,1,5050.1,2.34613e+06
standard,20000,5,50,2,1046.26,216395
standard,20000,5,50,3,305.32,23994.2
standard,20000,5,50,4,63.32,373.498
standard,20000,5,50,5,18,11.44
standard,20000,5,100,1,5368.65,3.80536e+06
standard,20000,5,100,2,1306.51,224171
standard,20000,5,100,3,281.98,10873.6
standard,20000,5,100,4,67.42,457.984
standard,20000,5,100,5,18.72,13.0616
standard,20000,5,200,1,4900.9,1.97593e+06
standard,20000,5,200,2,1257.14,194398
standard,20000,5,200,3,284.36,11482.1
standard,20000,5,200,4,73.21,759.176
standard,20000,5,200,5,18.16,11.3744
standard,20000,7,10,1,7528.1,7.85351e+06
standard,20000,7,10,2,2873.8,2.29706e+06
standard,20000,7,10,3,1105.2,190813
standard,20000,7,10,4,334.1,25760.5
standard,20000,7,10,5,114.7,2095.21
standard,20000,7,15,1,7325.93,2.95475e+06
standard,20000,7,15,2,2685,908103
standard,20000,7,15,3,1053.33,90122.9
standard,20000,7,15,4,283.867,9308.78
standard,20000,7,15,5,125.6,5342.77
standard,20000,7,20,1,8421.9,4.1343e+06
standard,20000,7,20,2,2672.65,1.11147e+06
standard,20000,7,20,3,1007.6,168532
standard,20000,7,20,4,334.2,32291.1
standard,20000,7,20,5,121.4,3551.44
standard,20000,7,25,1,7467.44,4.7534e+06
standard,20000,7,25,2,3113.92,569614
standard,20000,7,25,3,873.68,138106
standard,20000,7,25,4,383.92,18372.5
standard,20000,7,25,5,149.04,3104.6
standard,20000,7,30,1,7288.83,4.57397e+06
standard,20000,7,30,2,2757.47,812472
standard,20000,7,30,3,1027.07,206939
standard,20000,7,30,4,374.233,21754.7
standard,20000,7,30,5,131.8,2390.03
standard,20000,7,35,1,7609.37,3.4798e+06
standard,20000,7,35,2,2725.71,882473
standard,20000,7,35,3,974.429,194485
standard,20000,7,35,4,386.057,26816.5
standard,20000,7,35,5,124.971,4507.57
standard,20000,7,50,1,7905.78,4.02613e+06
standard,20000,7,50,2,2965.02,1.19058e+06
standard,20000,7,50,3,925.52,157390
standard,20000,7,50,4,361.96,19107.7
standard,20000,7,50,5,133.66,2469.02
standard,20000,7,100,1,7971.63,3.86479e+06
standard,20000,7,100,2,2690.89,881114
standard,20000,7,100,3,991.11,210545
standard,20000,7,100,4,413.39,37192.9
standard,20000,7,100,5,114.86,2693.76
standard,20000,7,200,1,7675.11,3.24409e+06
standard,20000,7,200,2,2795.13,1.22879e+06
standard,20000,7,200,3,1014.45,148172
standard,20000,7,200,4,359.59,23766.8
standard,20000,7,200,5,141.225,3481.84
standard,20000,10,10,1,9552.3,6.42044e+06
standard,20000,10,10,2,5874.1,1.85032e+06
standard,20000,10,10,3,2719.1,1.54269e+06
standard,20000,10,10,4,1261,160645
standard,20000,10,10,5,602.5,26792.8
standard,20000,10,15,1,11047,4.50866e+06
standard,20000,10,15,2,6195.73,2.80136e+06
standard,20000,10,15,3,2835.47,752098
standard,20000,10,15,4,1227.73,389979
standard,20000,10,15,5,613.8,37981.4
standard,20000,10,20,1,10047.2,5.10522e+06
standard,20000,10,20,2,5366.15,1.15202e+06
standard,20000,10,20,3,2600.05,909990
standard,20000,10,20,4,1260,212785
standard,20000,10,20,5,618.75,92715.7
standard,20000,10,25,1,10139,4.87297e+06
standard,20000,10,25,2,5098.44,3.0784e+06
standard,20000,10,25,3,2505.68,911984
standard,20000,10,25,4,1386.36,428430
standard,20000,10,25,5,629.76,71735.5
standard,20000,10,30,1,10448.7,5.32911e+06
standard,20000,10,30,2,4805.67,2.38254e+06
standard,20000,10,30,3,2419.03,871167
standard,20000,10,30,4,1240.6,424844
standard,20000,10,30,5,625.333,65118
standard,20000,10,35,1,10828.6,3.24909e+06
standard,20000,10,35,2,4979.63,3.44502e+06
standard,20000,10,35,3,2410.91,625410
standard,20000,10,35,4,1282.09,305147
standard,20000,10,35,5,651.171,112371
standard,20000,10,50,1,10087.4,8.09459e+06
standard,20000,10,50,2,4997.72,2.3443e+06
standard,20000,10,50,3,2500.08,689150
standard,20000,10,50,4,1158.2,252557
standard,20000,10,50,5,673.84,105285
standard,20000,10,100,1,9820.18,6.4711e+06
standard,20000,10,100,2,4987.46,3.06298e+06
standard,20000,10,100,3,2385.28,858302
standard,20000,10,100,4,1318.21,289107
standard,20000,10,100,5,658.46,97980.8
standard,20000,10,200,1,9881.46,5.8682e+06
standard,20000,10,200,2,5030.78,2.77306e+06
standard,20000,10,200,3,2676.22,1.09645e+06
standard,20000,10,200,4,1258.82,335870
standard,20000,10,200,5,677.375,131367
standard,20000,15,10,1,13235.4,2.85269e+06
standard,20000,15,10,2,8647,5.70944e+06
standard,20000,15,10,3,4153.5,1.90501e+06
standard,20000,15,10,4,3682.3,1.53038e+06
standard,20000,15,10,5,2156.4,685528
standard,20000,15,15,1,11678.3,1.46007e+07
standard,20000,15,15,2,8695.27,4.07837e+06
standard,20000,15,15,3,4691.47,3.01354e+06
standard,20000,15,15,4,3107.33,1.48581e+06
standard,20000,15,15,5,1566.6,267487
standard,20000,15,20,1,12683.9,7.92939e+06
standard,20000,15,20,2,8093.6,6.66975e+06
standard,20000,15,20,3,5114.35,2.11264e+06
standard,20000,15,20,4,3069.3,1.39424e+06
standard,20000,15,20,5,1841.6,591625
standard,20000,15,25,1,12606.5,7.79708e+06
standard,20000,15,25,2,8170.68,5.01282e+06
standard,20000,15,25,3,5296.6,3.87722e+06
standard,20000,15,25,4,3532.12,2.05107e+06
standard,20000,15,25,5,2009.44,601462
standard,20000,15,30,1,12024.6,6.57278e+06
standard,20000,15,30,2,8654.07,3.46387e+06
standard,20000,15,30,3,4792.27,2.86819e+06
standard,20000,15,30,4,2909.5,1.12907e+06
standard,20000,15,30,5,1982.23,723447
standard,20000,15,35,1,12396.2,5.96779e+06
standard,20000,15,35,2,8364.97,6.76466e+06
standard,20000,15,35,3,4912.83,3.59353e+06
standard,20000,15,35,4,3409.37,1.39907e+06
standard,20000,15,35,5,2038.51,708532
standard,20000,15,50,1,12384.8,7.02868e+06
standard,20000,15,50,2,7818.4,6.10935e+06
standard,20000,15,50,3,5160.48,2.09458e+06
standard,20000,15,50,4,3136.18,772719
standard,20000,15,50,5,1995.98,702601
standard,20000,15,100,1,12944.4,5.8282e+06
standard,20000,15,100,2,8407.95,4.34793e+06
standard,20000,15,100,3,5194.37,2.08486e+06
standard,20000,15,100,4,3303.12,1.42381e+06
standard,20000,15,100,5,2024.75,493156
standard,20000,15,200,1,12684.4,5.52631e+06
standard,20000,15,200,2,8214.47,5.37412e+06
standard,20000,15,200,3,5121.24,2.50908e+06
